序号,代码,名称,市场代码简称,最新价(元) 2026.05.08,涨跌幅(%) 2026.05.08,区间振幅(%) 2026.05.06 - 2026.05.08,区间换手率(%) 2026.05.06 - 2026.05.08,RSI1(6日) 2026.05.08,MACD值 2026.05.08,ST股票,阶段强势股 2026.05.08,概念,收盘价(日线不复权)(元) 2026.05.08,成交额(元) 2026.05.08,流通市值(元) 2026.05.08,东财行业总分类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,市盈率(动)(倍) 2026.05.08,市净率(倍) 2026.05.08,总市值(元) 2026.05.08
151,600330,天通股份,SH,29.16,4.22,14.31,57.37,75.56,0.72,否,符合,国产芯片、LED概念、5G概念、乡村振兴、昨日高振幅、光通信模块、新能源车、第三代半导体、通信技术、昨日高换手、消费电子概念、电池技术、创投、固废处理、智能穿戴、储能概念、MicroLED、CPO概念、毫米波概念、量子通信、OLED、小金属概念、无线充电、量子科技、军工、融资融券、AI眼镜、充电桩、超清视频、商业航天、沪股通、半导体概念、蓝宝石、先进封装、PCB、数据中心、光伏概念、小盘股、新材料、卫星导航、锂电池概念、先进封装材料、高端装备、长江三角、智能物流、汽车电子、特斯拉概念,29.16,59.42亿,359.67亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,1.180,30.19,27.51,16.62,0.84,2.05亿,-214.88,4.6372,359.67亿
152,002517,恺英网络,SZ,18.89,0.85,7.12,10.82,71.99,0.47,否,符合,中盘股、区块链、鸿蒙概念、数字经济、元宇宙概念、短剧互动游戏、网络游戏、标准普尔、深成500、华为概念、腾讯概念、AI游戏、AI应用、人工智能、手机游戏、MSCI中国、融资融券、AI眼镜、深股通、虚拟现实、AIGC概念、中证500、电子竞技、NFT概念、谷子经济、文娱消费,18.89,13.50亿,356.85亿,传媒-游戏Ⅱ-游戏Ⅲ,0.160,19.32,18.51,3.75,1.01,7091.64万,12.93,3.8977,403.57亿
153,688025,杰普特,SH,375.02,0.11,11.22,14.86,81.14,12.75,否,符合,国产芯片、专精特新、钙钛矿设备、钙钛矿电池、3D打印、深圳特区、宁德时代概念、华为概念、TOPCON电池、通信技术、固态电池、CPO概念、混合现实、2025年报预增、BC电池、融资融券、虚拟现实、沪股通、苹果概念、MPO连接器、PCB、小盘股、光伏概念、机器视觉、光纤概念、比亚迪概念、股权激励、小盘成长,375.02,13.87亿,356.45亿,机械设备-自动化设备-激光设备,0.420,379.99,358.00,3.95,0.82,375.38万,91.23,14.8255,356.45亿
154,300346,南大光电,SZ,54.12,-3.05,8.21,25.65,62.92,1.06,否,符合,国产芯片、LED概念、专精特新、中盘股、国家大基金持股、氮化镓、深成500、存储芯片、华为概念、中芯概念、磷化工、OLED、富时罗素、电子特气、MSCI中国、融资融券、深股通、中盘成长、中证500、光刻机(胶)、半导体概念、氟化工概念、第四代半导体、光伏概念、新材料、工业气体、创业板综、股权激励、长江三角,54.12,27.18亿,355.02亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,-1.700,55.13,53.76,7.63,1.03,5003.02万,75.29,10.3901,374.05亿
155,603688,石英股份,SH,65.50,3.44,22.47,19.26,92.10,2.37,否,符合,国产芯片、融资融券、昨日高振幅、近期新高、昨日首板、2025年报预减、上证380、中证500、参股新三板、沪股通、半导体概念、存储芯片、最近多板、东方财富热股、光伏概念、小盘股、石英、光纤概念、百日新高 、小盘成长,65.50,29.67亿,354.80亿,基础化工-非金属材料Ⅱ-非金属材料Ⅲ,2.180,67.80,62.80,8.32,1.59,4505.19万,241.23,6.0612,354.80亿
156,301511,德福科技,SZ,94.60,2.01,28.54,36.95,95.21,7.25,否,符合,专精特新、5G概念、新能源车、柔性屏(折叠屏)、存储芯片、宁德时代概念、华为概念、最近多板、电池技术、消费电子概念、固态电池、CPO概念、军工、融资融券、2025年报扭亏、深股通、无人机、养老金、PET铜箔、锂电铜箔、PCB、小盘股、锂电池概念、比亚迪概念、华为数字能源、创业板综、小盘成长、固态铜箔、PCB铜箔,94.60,42.80亿,354.40亿,电力设备-电池-锂电池,1.860,97.50,89.29,12.06,0.90,4516.56万,101.25,14.3430,596.28亿
157,002484,江海股份,SZ,43.14,-1.95,15.20,17.20,82.63,1.75,否,符合,军工、5G概念、融资融券、东数西算、昨日高振幅、深股通、新能源车、昨日触板、深成500、华为概念、被动元件概念、通信技术、小盘股、可控核聚变、人形机器人、ETC、央国企改革、石墨烯、昨日炸板、超级电容、电源电缆、富时罗素、小盘成长、机器人概念,43.14,13.94亿,353.95亿,电子-元件-被动元件,-0.860,43.95,42.38,3.94,0.58,3234.51万,56.62,5.7102,366.92亿
158,002149,西部材料,SZ,72.44,-1.40,15.08,56.71,79.04,2.98,否,符合,专精特新、5G概念、海工装备、西部大开发、昨日高振幅、燃料电池概念、水利建设、参股新三板、柔性屏(折叠屏)、节能环保、最近多板、通信技术、东方财富热股、尾气治理、昨日高换手、电池技术、核能核电、央国企改革、通用航空、小金属概念、航母概念、钛合金、军工、航空发动机、融资融券、医疗器械概念、深股通、俄乌冲突概念、商业航天、小盘股、氢能源、超导概念、卫星导航、可控核聚变、金属钨、陕西国企改革、导弹、小盘成长、纳米银,72.44,68.67亿,353.61亿,有色金属-小金属-其他小金属,-1.030,74.48,72.00,19.25,1.17,9396.82万,961.37,9.4980,353.66亿
159,605376,博迁新材,SH,134.30,3.28,9.29,13.81,78.79,3.35,否,符合,专精特新、融资融券、贬值受益、3D打印、沪股通、硅能源、金属镍、小盘股、电池技术、光伏概念、新材料、锂电池概念、超级电容、小金属概念、2025年报预增、MLCC、小盘成长,134.30,12.94亿,351.33亿,有色金属-金属新材料-其他金属新材料,4.260,137.60,127.80,3.72,0.74,972.89万,122.63,19.9584,351.33亿
160,000060,中金岭南,SZ,7.95,-1.61,21.93,32.47,80.64,0.35,否,符合,参股期货、昨日高振幅、铅矿、金属钴、标准普尔、深圳特区、深成500、最近多板、黄金开采、昨日高换手、金属锌、央国企改革、DeepSeek概念、金属铅、小金属概念、富时罗素、黄金概念、金属铜、锌矿、稀缺资源、融资融券、深股通、昨日触板、中证500、金属回收、金属镍、小盘股、铜矿、新材料、昨日炸板,7.95,34.36亿,349.00亿,有色金属-工业金属-铅锌,-0.130,8.23,7.77,9.83,1.60,4.32亿,17.33,1.7676,349.01亿
161,300454,深信服,SZ,123.52,-0.89,9.63,20.05,68.39,4.21,否,符合,粤港澳大湾区、中盘股、东数西算、数字经济、深圳特区、深成500、AI智能体、信创、VPN、算力租赁、AI应用、DeepSeek概念、人工智能、中国AI 50、富时罗素、2025年报预增、物联网、MSCI中国、机器人概念、云计算、破增发价股、数据安全、智慧政务、融资融券、深股通、算力概念、SaaS、中盘成长、中证500、ChatGPT概念、网络安全、云办公、数据中心、英伟达概念、创业板综、股权激励,123.52,29.17亿,347.62亿,计算机-软件开发-横向通用软件,-1.110,131.31,123.30,8.17,1.46,2298.30万,-203.47,4.9045,524.98亿
162,688536,思瑞浦,SH,253.90,-2.95,9.05,17.73,69.93,10.98,否,符合,国产芯片、安防概念、专精特新、5G概念、融资融券、2025年报扭亏、转债标的、光通信模块、无人机、智能座舱、沪股通、半导体概念、通信技术、小盘股、人形机器人、CPO概念、汽车芯片、MCU芯片、小盘成长、传感器、机器人概念,253.90,15.93亿,344.41亿,电子-半导体-模拟芯片设计,-7.730,259.98,250.37,4.61,0.70,625.65万,83.15,5.5110,350.57亿
163,688127,蓝特光学,SH,84.78,5.74,13.39,8.42,87.58,2.07,否,符合,国产芯片、专精特新、融资融券、5G概念、近期新高、虚拟现实、贬值受益、上证380、沪股通、半导体概念、光刻机(胶)、苹果概念、华为概念、小盘股、智能穿戴、消费电子概念、玻璃基板、历史新高 、一带一路、增强现实、百日新高 、CPO概念、2025年报预增、小盘成长,84.78,9.87亿,344.12亿,电子-光学光电子-光学元件,4.600,85.28,77.77,2.97,1.19,1206.37万,66.41,14.7362,344.12亿
164,300438,鹏辉能源,SZ,85.00,-4.92,11.22,35.06,70.68,3.90,否,符合,钠离子电池、粤港澳大湾区、电子烟、新能源车、燃料电池概念、参股新三板、深成500、小米概念、长安汽车概念、刀片电池、消费电子概念、电池技术、固态电池、储能概念、独角兽、富时罗素、电网概念、机器人概念、军工、融资融券、低空经济、2025年报扭亏、充电桩、深股通、虚拟电厂、无人机、养老金、两轮车、小盘股、系统集成、锂电池概念、石墨烯、创业板综、无线耳机,85.00,36.62亿,343.54亿,电力设备-电池-锂电池,-4.400,90.50,84.77,10.45,0.75,4224.31万,33.07,7.5102,427.84亿
165,605358,立昂微,SH,49.98,9.99,20.60,23.12,90.76,2.32,否,符合,国产芯片、光芯片、专精特新、5G概念、IGBT概念、昨日高振幅、转债标的、新能源车、第三代半导体、氮化镓、存储芯片、通信技术、中芯概念、百日新高 、CPO概念、人工智能、无人驾驶、物联网、电网概念、机器人概念、卫星互联网、破增发价股、融资融券、充电桩、近期新高、中证500、商业航天、沪股通、硅能源、半导体概念、小盘股、光伏概念、人形机器人、卫星导航、比亚迪概念、智能电网、半导体硅片、汽车芯片、汽车电子,49.98,29.58亿,335.55亿,电子-半导体-半导体材料,4.540,49.98,45.35,9.14,1.76,6134.36万,1161.15,4.8078,335.55亿
166,600737,中粮糖业,SH,15.54,1.37,6.84,6.43,67.63,0.29,否,符合,中盘股、味蕾经济、融资融券、乡村振兴、西部大开发、新疆振兴、高股息精选、中盘成长、上证380、中证500、沪股通、农业种植、央国企改革、调味品概念、中字头、富时罗素、MSCI中国,15.54,5.81亿,332.38亿,农林牧渔-农产品加工-其他农产品加工,0.210,15.85,15.25,1.75,1.02,3739.50万,38.48,2.8575,332.38亿
167,300257,开山股份,SZ,34.70,1.52,13.58,6.50,89.71,0.88,否,符合,小盘股、氢能源、融资融券、地热能、一带一路、深股通、创业板综、富时罗素、小盘成长、绿色电力、碳中和、冷链物流,34.70,6.29亿,331.28亿,机械设备-通用设备-其他通用设备,0.520,34.98,33.45,1.92,1.10,1828.43万,108.21,5.1937,344.79亿
168,002015,协鑫能科,SZ,20.38,-1.02,15.44,34.08,63.71,0.16,否,符合,区块链、东数西算、高压快充、数字经济、新能源车、水利建设、深成500、节能环保、宁德时代概念、华为概念、最近多板、东方财富热股、储能概念、油气资源、算力租赁、百度概念、人工智能、蚂蚁概念、抽水蓄能、天然气、电网概念、RWA、动力电池回收、融资融券、新能源发电、充电桩、深股通、算力概念、虚拟电厂、绿色电力、算电协同、碳交易、小盘价值、新能源、数据中心、光伏概念、小盘股、英伟达概念、换电概念、锂电池概念、华为数字能源、智能电网、锂矿概念、长江三角、风能、碳中和、生物质能发电,20.38,30.12亿,330.83亿,公用事业-电力-热力服务,-0.210,20.74,20.12,9.09,0.90,1.48亿,28.73,2.7369,330.83亿
169,301236,软通动力,SZ,41.80,0.02,6.77,9.12,59.97,0.57,否,符合,国产芯片、中盘股、多模态AI、区块链、鸿蒙概念、AIPC、数字经济、深成500、AI智能体、腾讯概念、华为昇腾、AI应用、无人驾驶、中国AI 50、蚂蚁概念、国产操作系统、阿里概念、机器人概念、华为鲲鹏、数据要素、融资融券、低空经济、液冷概念、AIGC概念、华为盘古、ChatGPT概念、华为系算力、英伟达概念、财税数字化、智能医疗、支付系统、跨境支付、华为欧拉、东数西算、车联网(车路云)、5G概念、职业教育、元宇宙概念、ERP概念、工业互联、数字乡村、华为概念、小米概念、长安汽车概念、跨境电商、HS300_、互联网金融、信创、京津冀一体化、算力租赁、百度概念、DeepSeek概念、在线教育、人工智能、MSCI中国、云计算、数据安全、数字孪生、数字货币、深股通、算力概念、虚拟电厂、智能座舱、养老概念、OpenClaw算力、人形机器人、换电概念、虚拟数字人、一带一路、创业板综、抖音概念(字节概念),41.80,9.98亿,328.43亿,计算机-IT服务Ⅱ-IT服务Ⅲ,0.010,42.79,41.33,3.02,1.15,2371.85万,-30.92,3.2416,432.71亿
170,601118,海南橡胶,SH,7.60,0.53,7.93,5.78,87.10,0.23,否,符合,军工、中盘股、融资融券、乡村振兴、昨日高振幅、海南自贸、中盘成长、中证500、沪股通、电商概念、农业种植、土地流转、央国企改革、免税店、碳中和、降解塑料,7.60,6.02亿,325.24亿,农林牧渔-种植业-其他种植业,0.040,7.84,7.48,1.83,1.21,7846.43万,-61.34,3.4000,325.24亿
171,002497,雅化集团,SZ,30.50,1.13,9.55,19.45,63.96,0.49,否,符合,西部大开发、昨日高振幅、工业互联、雅下水电概念、标准普尔、深成500、宁德时代概念、军民融合、民爆概念、电池技术、成渝特区、2025三季报预增、固态电池、富时罗素、2025年报预增、机器人概念、军工、稀土永磁、融资融券、深股通、反内卷概念、小盘价值、IPO受益、小盘股、锂电池概念、比亚迪概念、锂矿概念、特斯拉概念,30.50,19.48亿,323.17亿,基础化工-化学制品-民爆制品,0.340,31.68,29.94,5.98,0.84,6334.20万,25.94,3.1862,351.53亿
172,002472,双环传动,SZ,42.45,4.53,8.38,11.66,84.48,0.89,否,符合,中盘股、融资融券、深股通、新能源车、中证500、绿色电力、深成500、创投、铁路基建、比亚迪概念、智能家居、独角兽、高端装备、高铁、MSCI中国、减速器、机器人执行器、机器人概念、特斯拉概念,42.45,17.83亿,317.75亿,汽车-汽车零部件-底盘与发动机系统,1.840,42.79,40.18,5.68,2.43,4254.10万,31.75,3.5011,360.80亿
173,601106,中国一重,SH,4.63,1.09,5.07,7.08,80.42,0.14,否,符合,军工、镍矿、中盘股、融资融券、工业母机、中盘成长、破发股、中证500、商业航天、沪股通、黑龙江自贸区、军民融合、金属镍、核能核电、一带一路、央国企改革、微利股、高端装备、小金属概念、中字头、航母概念、风能、破增发价股、特斯拉概念,4.63,5.78亿,317.52亿,机械设备-专用设备-能源及重型设备,0.050,4.66,4.50,1.83,0.98,1.26亿,4088.07,6.1472,317.52亿
174,300763,锦浪科技,SZ,98.23,0.75,8.13,15.19,59.47,1.10,否,符合,国产芯片、中盘股、融资融券、深股通、转债标的、储能变流器、中盘成长、中证500、绿色电力、深成500、光伏概念、储能概念、创业板综、股权激励、富时罗素、光伏逆变器、MSCI中国、破增发价股,98.23,13.65亿,315.90亿,电力设备-光伏设备-逆变器,0.730,100.19,96.82,4.30,0.66,1384.37万,159.82,4.3239,391.01亿
175,601069,西部黄金,SH,35.58,4.10,11.41,10.05,77.27,0.56,否,符合,金属铜、中盘股、2026—季报预增、融资融券、西部大开发、贬值受益、沪股通、黄金加工、标准普尔、黄金开采、央国企改革、小金属概念、富时罗素、2025年报预增、黄金概念,35.58,12.40亿,315.66亿,有色金属-贵金属-黄金,1.400,35.93,33.85,3.97,1.79,3520.17万,15.51,6.1661,324.13亿
176,300570,太辰光,SZ,162.10,8.03,22.80,55.96,75.42,3.26,否,符合,国产芯片、中盘股、5G概念、贬值受益、光通信模块、深圳特区、深成500、铜缆高速连接、通信技术、百日新高 、CPO概念、物联网、融资融券、深股通、算力概念、近期新高、中盘成长、中证500、F5G概念、MPO连接器、数据中心、历史新高 、光纤概念、创业板综、传感器,162.10,66.74亿,311.54亿,通信-通信设备-通信网络设备及器件,12.050,167.99,145.33,21.74,1.69,4179.18万,139.93,20.8128,368.17亿
