序号,代码,名称,市场代码简称,最新价(元) 2026.04.30,涨跌幅(%) 2026.04.30,证券类型,低位 2026.04.30,个股题材,申万行业分类,主力净额合计 2026.04.28 - 2026.04.30,东财行业总分类,概念,涨跌额(元) 2026.04.30,最高价(元) 2026.04.30,最低价(元) 2026.04.30,换手率(%) 2026.04.30,量比 2026.04.30,成交量(股) 2026.04.30,成交额(元) 2026.04.30,市盈率(动)(倍) 2026.04.30,市净率(倍) 2026.04.30,总市值(元) 2026.04.30,流通市值(元) 2026.04.30
359,920198,微创光电,BJ,8.70,1.16,A股,符合,国产软件、湖北国资、人工智能、机器人概念、数据要素,计算机-计算机设备-安防设备,259.46万,计算机-计算机设备-安防设备,安防概念、数字孪生、融资融券、鸿蒙概念、破发股、智慧城市、AI智能体、创投、股权转让、国产软件、央国企改革、边缘计算、人工智能、物联网、湖北三资改革、机器人概念、数据要素,0.100,8.80,8.55,2.19,1.09,154.44万,1344.41万,-16.93,3.4245,14.04亿,6.13亿
360,920367,新赣江,BJ,18.47,0.54,A股,符合,关税、流感、医疗科技、人工智能、grok3、AI医疗、维生素,医药生物-化学制药-原料药,255.98万,医药生物-化学制药-原料药,融资融券、2025年报预减、仿制药一致性评价、维生素C、流感、医药电商、AI应用、人工智能、创新药、智能医疗、机器人概念、维生素、华为鲲鹏,0.100,18.74,18.24,2.07,0.78,86.83万,1604.31万,105.28,2.7027,13.09亿,7.76亿
361,002679,福建金森,SZ,10.90,0.37,A股,符合,海峡两岸、碳交易,农林牧渔-林业Ⅱ-林业Ⅲ,253.90万,农林牧渔-林业Ⅱ-林业Ⅲ,微盘股、土地流转、互联网金融、央国企改革、海峡两岸、人工智能、碳中和、碳交易、特色小镇,0.040,10.99,10.76,1.37,0.52,323.20万,3522.85万,-29.83,3.4503,25.70亿,25.70亿
362,600620,天宸股份,SH,5.52,-9.95,A股,符合,太阳能、HIT电池、光伏、储能,综合-综合Ⅱ-综合Ⅲ,253.59万,综合-综合Ⅱ-综合Ⅲ,光伏概念、民营医院、储能概念、融资融券、HJT电池、昨日高振幅、长江三角、智能物流、参股银行、养老概念,-0.610,6.14,5.52,2.75,3.08,1885.08万,1.07亿,-99.08,2.6579,37.90亿,37.90亿
363,920175,东方碳素,BJ,9.83,-0.61,A股,符合,锂电池、石墨电极,基础化工-非金属材料Ⅱ-非金属材料Ⅲ,251.57万,基础化工-非金属材料Ⅱ-非金属材料Ⅲ,军工、国产芯片、专精特新、融资融券、石墨电极、燃料电池概念、破发股、3D打印、半导体概念、电池技术、光伏概念、锂电池概念、中俄贸易概念、石墨烯、风能、破增发价股,-0.060,9.93,9.76,1.42,0.68,112.76万,1109.13万,-21.04,1.8066,11.70亿,7.79亿
364,920278,鹿得医疗,BJ,7.92,1.41,A股,符合,跨境电商、海关总署、家庭医生,医药生物-医疗器械-医疗设备,250.80万,医药生物-医疗器械-医疗设备,跨境电商、融资融券、医疗器械概念、贬值受益、智能医疗、宠物经济、阿里概念、养老概念,0.110,8.03,7.76,1.73,1.04,128.27万,1016.25万,507.75,3.5896,13.82亿,5.86亿
365,002659,凯文教育,SZ,5.34,1.71,A股,符合,职业教育、智谱AI概念、ai应用、体育产业、智慧教育、钢结构、华为概念、小米概念、冰雪经济、国资重组、腾讯概念、在线教育、DeepSeek概念、人工智能、服务消费、文教用品,社会服务-教育-学历教育,249.42万,社会服务-教育-学历教育,职业教育、智谱AI概念、数字经济、体育产业、足球概念、AI教育、华为概念、小米概念、冰雪经济、腾讯概念、京津冀一体化、央国企改革、百度概念、在线教育、微利股、人工智能、智谱AI、AI办公,0.090,5.36,5.24,2.13,0.61,1276.84万,6796.50万,4140.05,1.4890,31.95亿,31.95亿
366,920985,海泰新能,BJ,6.41,-0.93,A股,符合,氢能源、光伏设备、换电概念、北证A股、储能,电力设备-光伏设备-光伏电池组件,248.79万,电力设备-光伏设备-光伏电池组件,光伏概念、氢能源、储能概念、融资融券、石墨电极、换电概念、HJT电池、破发股、TOPCON电池、破增发价股,-0.060,6.67,6.40,1.49,1.01,327.11万,2126.32万,-12.87,3.1497,19.84亿,14.06亿
367,300888,稳健医疗,SZ,31.34,0.13,A股,符合,网红直播、广东自贸、大消费、区域经济、驱蚊、口罩、深圳特区、美容护理、创业板注册制、电商概念、跨境电商、三胎概念、电子商务概念、流感、内循环、医疗健康、医疗美容、服务消费、辅助生殖、婴童概念、医疗器械、育儿概念,美容护理-个护用品-生活用纸,245.50万,美容护理-个护用品-生活用纸,医疗器械概念、融资融券、深股通、医美概念、破发股、中证500、深圳特区、深成500、小盘价值、养老概念、小盘股、电商概念、跨境电商、三胎概念、婴童用品、医药电商、创业板综、网红经济、婴童概念,0.040,31.50,31.19,0.44,0.63,254.10万,7963.25万,18.14,1.5533,182.50亿,181.68亿
368,000898,鞍钢股份,SZ,2.29,-1.72,A股,符合,深海经济、贸易战、西部大开发、数智、生意社、新型工业化、反内卷概念、破冰船、关税、供给侧改革、核能核电、钢铁供改、人工智能、雅下水电、钢材,钢铁-普钢-板材,245.12万,钢铁-普钢-板材,融资融券、海工装备、深股通、证金持股、中证500、低价股、长期破净、金属回收、标准普尔、深成500、反内卷概念、数据中心、小盘股、氢能源、核能核电、比亚迪概念、煤化工概念、央国企改革、中特估、特钢概念、富时罗素、数据要素,-0.040,2.33,2.27,0.56,1.57,4450.27万,1.02亿,-3.68,0.5055,214.56亿,182.23亿
369,920363,莱赛激光,BJ,16.39,-0.91,A股,符合,北斗导航、反无人机、卫星导航,机械设备-通用设备-仪器仪表,244.22万,机械设备-通用设备-仪器仪表,北斗导航、军工、激光雷达、安防概念、专精特新、融资融券、车联网(车路云)、2025年报扭亏、无人机、商业航天、军民融合、生态农业、机器视觉、卫星导航、农机、DeepSeek概念、无人驾驶、高端装备、传感器、机器人概念、新型城镇化,-0.150,16.77,16.31,1.85,1.05,94.57万,1566.04万,597.33,4.4855,15.64亿,8.37亿
370,603567,珍宝岛,SH,7.08,6.15,A股,符合,流感、医疗健康、双黄连、创新药、口罩、传统中药,医药生物-中药Ⅱ-中药Ⅲ,239.67万,医药生物-中药Ⅱ-中药Ⅲ,融资融券、昨日高振幅、特色药、破发股、沪股通、黑龙江自贸区、仿制药一致性评价、流感、医药电商、中药概念、病原体防治、独家药品、创新药、智能医疗、ADC药物、破增发价股,0.410,7.28,6.55,4.87,3.37,4572.38万,3.21亿,-9.25,1.0918,66.61亿,66.51亿
371,920665,科强股份,BJ,10.72,1.13,A股,符合,核污染防治、PCB,基础化工-橡胶-其他橡胶制品,236.52万,基础化工-橡胶-其他橡胶制品,光伏概念、火箭发射、专精特新、融资融券、两岸合作、海峡两岸、2025年报预减、高铁、商业航天、核污染防治、PCB,0.120,10.81,10.55,1.70,0.84,108.85万,1166.34万,36.71,1.9040,13.93亿,6.87亿
372,002184,海得控制,SZ,11.69,4.10,A股,符合,外骨骼机器人、ai应用、工业互联网、宇树机器人、科创板概念、新型工业化、AI智能体、华为概念、创投、边缘计算、CPO概念、人工智能、国产操作系统、机器人概念、储能、PLC概念、虚拟电厂、算力概念、智能制造、数据中心、国产替代、国产软件、太阳能、风电、减速器、大数据,机械设备-自动化设备-工控设备,235.86万,机械设备-自动化设备-工控设备,国产芯片、工业母机、东数西算、5G概念、昨日高振幅、光通信模块、工业互联、新型工业化、华为概念、交换机、创投、储能概念、信创、边缘计算、AI应用、DeepSeek概念、CPO概念、人工智能、电网概念、机器人概念、华为鲲鹏、军工、PLC概念、虚拟电厂、数据中心、光伏概念、国产软件、机器视觉、智能电网、高端装备、智能医疗、减速器、长江三角、风能、智能物流、大数据,0.460,12.10,11.30,4.53,1.81,1088.64万,1.28亿,336.03,3.2355,41.14亿,28.10亿
373,688244,永信至诚,SH,19.74,1.33,A股,符合,军工、数据安全、职业教育、科创板成分股、军工装备、摩尔线程概念、一体机、商业航天、网络安全、华为鸿蒙、信创、AI应用、DeepSeek概念、腾讯云、人工智能,计算机-软件开发-横向通用软件,235.22万,计算机-软件开发-横向通用软件,军工、数据安全、军工信息化、专精特新、职业教育、融资融券、商业航天、网络安全、华为概念、信创、AI应用、DeepSeek概念、财税数字化、人工智能、抖音概念(字节概念)、智谱AI、华为鲲鹏、数据要素、云计算,0.260,19.97,19.36,1.47,1.33,222.21万,4357.58万,-31.74,3.1434,29.80亿,29.80亿
374,920030,德众汽车,BJ,5.68,0.18,A股,符合,华为汽车、智能驾驶、北证A股、动力电池回收,汽车-汽车服务-汽车经销商,235.13万,汽车-汽车服务-汽车经销商,金属铜、汽车拆解、融资融券、华为汽车、充电桩、新能源车、ERP概念、金属回收、动力电池回收、特斯拉概念,0.010,5.78,5.65,1.80,1.17,202.93万,1158.68万,137.14,2.3291,10.16亿,6.39亿
375,600073,光明肉业,SH,5.88,-0.68,A股,符合,食品饮料、大消费、猪肉概念、猪肉制品、沪企改革、预制菜概念、进口博览会,食品饮料-食品加工-肉制品,234.74万,食品饮料-食品加工-肉制品,融资融券、屠宰加工、央国企改革、富时罗素、沪股通、猪肉概念、标准普尔、长江三角、沪企改革、预制菜概念、破增发价股,-0.040,5.92,5.86,0.64,0.88,597.91万,3516.29万,27.78,1.1751,55.14亿,55.14亿
376,920675,秉扬科技,BJ,9.56,0.95,A股,符合,-,基础化工-非金属材料Ⅱ-非金属材料Ⅲ,218.78万,基础化工-非金属材料Ⅱ-非金属材料Ⅲ,固废处理、专精特新、融资融券、油气资源、西部大开发、页岩气、油气设服、天然气,0.090,9.65,9.43,1.91,1.04,150.57万,1441.06万,30.98,2.6057,16.46亿,7.55亿
377,688651,盛邦安全,SH,39.00,1.11,A股,符合,数据安全、国产芯片、火箭发射、低空经济、科创板成分股、商业航天、网络安全、华为概念、火箭回收、朱雀三号、时空大数据、卫星互联网、数据要素,计算机-软件开发-横向通用软件,214.58万,计算机-软件开发-横向通用软件,国产芯片、微盘股、专精特新、华为概念、信创、DeepSeek概念、国产操作系统、人工智能、量子通信、量子科技、卫星互联网、数据要素、云计算、数据安全、空间计算、低空经济、融资融券、数字货币、破发股、商业航天、智慧城市、网络安全、卫星导航、海洋经济、电子身份证、时空大数据,0.430,39.49,38.07,4.49,1.05,145.78万,5690.68万,-46.74,3.2212,29.41亿,12.66亿
378,601199,江南水务,SH,5.31,-0.75,A股,符合,水利建设、智慧城市,环保-环境治理-水务及水治理,212.63万,环保-环境治理-水务及水治理,固废处理、污水处理、融资融券、PPP模式、央国企改革、水利建设、养老金、沪股通、绿色电力、智慧城市、节能环保、参股银行,-0.040,5.36,5.27,0.73,0.54,684.01万,3632.66万,14.40,1.0562,49.66亿,49.66亿
379,300375,鹏翎股份,SZ,4.81,-0.21,A股,符合,车联网(车路云)、华为汽车、小米汽车、新能源车、汽车零部件、汽车热管理、小米概念、长安汽车概念,汽车-汽车零部件-底盘与发动机系统,211.00万,汽车-汽车零部件-底盘与发动机系统,华为汽车、新能源车、滨海新区、宁德时代概念、小米概念、长安汽车概念、小米汽车、京津冀一体化、比亚迪概念、百度概念、创业板综、汽车热管理、传感器,-0.010,4.84,4.77,2.04,0.79,1077.68万,5183.95万,241.34,1.7737,36.54亿,25.41亿
380,300284,苏交科,SZ,6.76,0.60,A股,符合,空间计算、雄安新区、飞行汽车(eVTOL)、民航局、低空经济、车联网(车路云)、园林工程、房屋检测、水利建设、华为概念、低空基建、PPP、海峡两岸、海绵城市、人工智能、雅下水电、储能、新型城镇化、进口博览会,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,210.51万,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,粤港澳大湾区、车联网(车路云)、PPP模式、乡村振兴、食品安全、水利建设、雅下水电概念、节能环保、AI智能体、低空基建、创投、储能概念、京津冀一体化、央国企改革、DeepSeek概念、培训维修、富时罗素、新型城镇化、破增发价股、空间计算、雄安新区、数字孪生、低空经济、融资融券、深股通、房屋检测、无人机、俄乌冲突概念、2025年报预减、智慧城市、小盘价值、小盘股、一带一路、创业板综、海绵城市、中欧经济一体化、网约车、碳中和,0.040,6.82,6.70,0.94,0.94,1108.40万,7503.81万,51.91,1.0203,85.37亿,79.62亿
381,000524,岭南控股,SZ,10.16,-1.84,A股,符合,粤港澳大湾区、广东自贸、飞行汽车(eVTOL)、低空经济、大消费、景点、体育产业、区域经济、旅游酒店、预制菜概念、粤港自贸、电商概念、冰雪经济、全运会、电子商务概念、免税店、免税概念、旅游,社会服务-旅游及景区-旅游综合,208.88万,社会服务-旅游及景区-旅游综合,粤港澳大湾区、乡村振兴、海南自贸、零售概念、参股新三板、AI智能体、预制菜概念、粤港自贸、央国企改革、广东自贸区、AI应用、免税店、DeepSeek概念、免税概念、人工智能、低空旅游、破增发价股、低空经济、融资融券、深股通、体育产业、2025年报预减、旅游酒店、旅游概念、养老概念、电商概念、冰雪经济、户外露营、NFT概念、新零售、谷子经济、文娱消费,-0.190,10.41,10.12,1.38,1.01,925.84万,9445.54万,51.80,2.9436,68.09亿,68.07亿
382,301315,威士顿,SZ,51.05,1.13,A股,符合,数字经济、算力概念、工业互联网、ERP概念、智能制造、AI智能体、华为概念、国产软件、AI应用、人工智能、国产操作系统、机器人概念、大数据,计算机-软件开发-横向通用软件,208.19万,计算机-软件开发-横向通用软件,融资融券、烟草、数字经济、ERP概念、AIGC概念、工业互联、AI智能体、新型工业化、华为概念、数据中心、国产软件、互联网金融、机器视觉、AI应用、DeepSeek概念、人工智能、创业板综、无人驾驶、智能物流、机器人概念、大数据、数据要素,0.570,52.26,50.50,4.18,1.02,154.74万,7943.16万,121.85,4.3464,44.92亿,18.89亿
383,600628,新世界,SH,7.20,1.41,A股,符合,冰雪经济、退税商店、医疗健康、新零售、商业百货、无人零售、谷子经济、进口博览会、低市盈率、传统中药,商贸零售-一般零售-百货,202.94万,商贸零售-一般零售-百货,内贸流通、医疗器械概念、证金持股、零售概念、谷子店、沪股通、绿色电力、冰雪经济、医药电商、退税商店、中药概念、央国企改革、新零售、谷子经济、网红经济、长江三角、破增发价股,0.100,7.28,7.11,2.49,1.73,1610.80万,1.16亿,51.94,1.0968,46.58亿,46.58亿
